content,account_category,troll
Cuban pitcher Hernandez agrees to  2 5M deal with Padres https   t co 0miV8d8vJp https   t co iDEwlsJtCq,NewsFeed,0
 politics Super Tuesday in Five Photos,NewsFeed,0
Exiled Tibetans vote for government shunned by China   politics,NewsFeed,0
Two local restaurants ranked as  Hottest Restaurants in America    local  SanDiego,NewsFeed,0
As Yahoo Turns  Shareholder mutiny begins another soap opera   politics,NewsFeed,0
Riot at Brussels attacks shrine  13 anti terror raids made   business,NewsFeed,0
Deal reached to take California minimum wage to  15 an hour   business,NewsFeed,0
Probe ongoing into pepper spray incident at Trump rally   politics,NewsFeed,0
3 decades later  a mixed legacy for  Just Say No    politics,NewsFeed,0
Sterett Dewey Surface Action Group Deploys for West Pacific https   t co GeVDW1V4CP,NewsFeed,0
The Latest  Venezuela to freeze assets in Panama leaks probe   business,NewsFeed,0
The Latest  Ted Cruz accuses Donald Trump of  whining    politics,NewsFeed,0
San Diego Demonstrators Take Part in  Tax March  https   t co 1nIYjxiiDJ https   t co MtJdHZLIL7,NewsFeed,0
Motorcyclist Injured in Crash in Coronado https   t co OKYewUphYR https   t co rsiOpketN3,NewsFeed,0
Georgia arrests 6 on suspicion of trying to sell uranium   business,NewsFeed,0
Obama pushes for global trade deals in face of opposition   business,NewsFeed,0
6 Victims Escape House Fire  Crews Responding in Otay Mesa https   t co 7X5H6DzP2E https   t co T66cM1VHVm,NewsFeed,0
Fundraiser for John McCain arrested in drug bust in Phoenix   politics,NewsFeed,0
Disease not slowing her down  just the opposite https   t co 2iIDo5elz2 https   t co DQNmnEeLlJ,NewsFeed,0
TONIGHT ON CBS NEWS 8  Destination Cuba   local  SanDiego,NewsFeed,0
China  Japan foreign ministers meet to smooth tense ties   business,NewsFeed,0
Coast Guard offloads 14 tons of seized cocaine at San Diego pier   local  SanDiego,NewsFeed,0
Vehicle information released in Scripps Trail kidnapping attempt   local  SanDiego,NewsFeed,0
Trump backers yell foul over loss at Arizona GOP convention   politics,NewsFeed,0
Dog bites 3 year old girl in face in Pacific Beach   local  SanDiego,NewsFeed,0
Emirates airline says profits are up amid lower oil prices   business,NewsFeed,0
Nissan and scandal hit Mitsubishi in talks on partnership   business,NewsFeed,0
On more than one issue  GOP s Trump sounds like a Democrat   politics,NewsFeed,0
Norway s oil fund to sue Volkswagen over emissions scandal   business,NewsFeed,0
Pilot killed after plane crashes traveling to Santa Monica from San Diego   local  SanDiego,NewsFeed,0
May Day marchers rally for worker s rights   local  SanDiego,NewsFeed,0
Lanes Closed  Train Service Halted for North I 5 Brush Fire https   t co 3602gaFiSu https   t co Lh4s4yVFDW,NewsFeed,0
Local Muslim American  Impressed  With Trump s Islam Speech https   t co RvR8c0gvgx https   t co WLeLEImVAW,NewsFeed,0
Peace Corps coming to Vietnam for first time   politics,NewsFeed,0
The Latest  China applauds end of arms embargo for Vietnam   politics,NewsFeed,0
Brush Fire Sparks Near Big Rock Rd and Shantung Dr in Santee https   t co GQofpUt8Hs,NewsFeed,0
UCSD students vote to raise school fees for athletics program   local  SanDiego,NewsFeed,0
Feds  5 arrested  accused of scam posing as IRS agents   politics,NewsFeed,0
San Diego judge to rule on unsealing documents in Trump University lawsuit   local  SanDiego,NewsFeed,0
Man Stabbed to Death in North Park https   t co 1fOsKWLUzX https   t co 9C2tkU2hrZ,NewsFeed,0
Obama to name Stonewall 1st national monument for gay rights   politics,NewsFeed,0
Friend sent you a Google Doc  ย Don t open it  https   t co H17KQHPtFj https   t co I9hvMEQQIX,NewsFeed,0
More big name Republicans abandon Trump  he just shrugs   politics,NewsFeed,0
Old Town s Cinco de Mayo Celebration in Full Swing https   t co OdWieZYHTc https   t co qFV14CPZWt,NewsFeed,0
Musical at La Jolla Playhouse features Jimmy Buffett classics https   t co 8nuVCeDet2 https   t co o54khKLTne,NewsFeed,0
US stocks tumble as banks and tech stocks fall   business,NewsFeed,0
Crowe Family Urges Board of Supe s Not to Appoint Stephan https   t co hkWsfLcX5E https   t co IFcp3nvWEY,NewsFeed,0
All Star Game concert series lineup announced   local  SanDiego,NewsFeed,0
Trump   It would be helpful  if Republicans would help him   politics,NewsFeed,0
2 Rescued After Fall At Moonlight Beach https   t co 8rSJp6ns6S https   t co OQwJXmE5GC,NewsFeed,0
Several transients assaulted near Horton Plaza mall   local  SanDiego,NewsFeed,0
GOP congressman seeks to block changes to US currency   business,NewsFeed,0
Deadly Stabbing in Ocean Beach https   t co 0lcprWF5Hu https   t co SSFs2dVxUw,NewsFeed,0
Crews Battle 2 Alarm Fire at Apartment in Lakeside https   t co H6pSvEW9Uk https   t co hLVA5TDYiQ,NewsFeed,0
Border Fire  More than 6 800 acres burned  20 percent contained   local  SanDiego,NewsFeed,0
La Jolla home fire kills one   local  SanDiego,NewsFeed,0
The Latest  Hungary s Orban   disorderly  EU needs rethink   business,NewsFeed,0
Man Arrested for DUI After Deadly Crash on East Vista Way https   t co AAY2kszp4T https   t co 446R4FtzbZ,NewsFeed,0
2 US Marines Suffer Severe Burns in Blast at MCAS Miramar https   t co pebiINOWN9 https   t co rfEzDcBKAl,NewsFeed,0
NHL Champ Brings Stanley Cup Home to San Diego https   t co k0mm2M2bND https   t co qxVsjaPLPi,NewsFeed,0
 politics Trump Flip Flops Position on Intervention in Libya,NewsFeed,0
Summer Slam Jam registration opens online https   t co 9sTVE5slzi https   t co BeFSZjAlYS,NewsFeed,0
Stocks rise as expectations of Fed rate increase wane   business,NewsFeed,0
 politics  Trump Does What He Wants   Inside Chaotic Campaign,NewsFeed,0
How to Protect Children From Recreational Pot Use https   t co YpgThUDk7b https   t co ecoCyklfGz,NewsFeed,0
Shark sighting prompts advisory at Silver Strand State Beach https   t co Aw7pZvmXsB https   t co 1csZdkdw3g,NewsFeed,0
LIVE STREAM  SDPD gives update after suspect in homeless attacks released from jail   local  SanDiego,NewsFeed,0
LIVE STREAM  Vice President Biden gives speech on trade enforcement in Barrio Logan   local  SanDiego,NewsFeed,0
Multiple agencies responding to brush fire in Alpine https   t co zP9Qx5ssEK https   t co mvzQcJK1Vg,NewsFeed,0
Parolee at Large Arrested After Pursuit Through East County https   t co RNPpQYOCWh https   t co pK8xe6s33H,NewsFeed,0
Police search for at risk senior missing since last week https   t co g7G3tjbWMI https   t co HhDmz32g4q,NewsFeed,0
Unique Zika case of Utah caregiver under investigation https   t co O7ZQcbp7jz    https   t co KRZbjH9cFM https   t co T1uHS4c4a4,NewsFeed,0
Student Threatened to Bring Gun on College Campus  Doc https   t co 4GCC3tIsDJ https   t co tOHpU5tpWj,NewsFeed,0
Lawsuits  VW employees tried to cover up emissions cheating   business,NewsFeed,0
Comic Con Festivities Outside the Convention Center https   t co kSy6k8tLz8 https   t co YpLKYtoaK7,NewsFeed,0
 That s what I get   Pokemon player hits police cruiser https   t co LvAD9oBYHV    https   t co KRZbjH9cFM https   t co EQgsC7jgcB,NewsFeed,0
The Latest  Sanders delegates assured they won t miss votes   politics,NewsFeed,0
Surftech to Partner With Co  That Makes Algae Foams https   t co FRvuu1fdvg https   t co vpMWpLLUhV,NewsFeed,0
Authorities shut down Normal Heights pot dispensary https   t co HYSYFroMDy https   t co lnfbOR0dPN,NewsFeed,0
State pact with Hershey Trust would limit member pay  terms   business,NewsFeed,0
SDPD officer killed and second wounded in Southcrest shooting identified   local  SanDiego,NewsFeed,0
Padres Fall Short of Sweep https   t co BXQ88p2NUz https   t co eLyMkXKAxv,NewsFeed,0
Man accused of groping females at SeaWorld s Aquatica Park https   t co 5quOHlD6cB https   t co P8ESqg4E1m,NewsFeed,0
Big Bay Boom Brings Thousands for July 4 Spectacular https   t co mcx1rbppNr https   t co LXqrWKbdX5,NewsFeed,0
Sanders stalls in effort to oppose trade deal in platform   politics,NewsFeed,0
Petco to Remodel Local Store  Open 5 More https   t co 1x9aTrjUng  news    https   t co KRZbjH9cFM https   t co y6grfBB9Ek,NewsFeed,0
4 Year Old With Leukemia Finally Visits Legoland https   t co kmZg6T5EsT https   t co kbTFuJMa0K,NewsFeed,0
10 shell casings found at Phoenix serial killer crime scene https   t co yhq7dabYrz    https   t co KRZbjH9cFM https   t co UJWpfa6kNH,NewsFeed,0
Probation Officer Killed in Rollover Crash in Jamul ID d https   t co MUh0V6Dr4r https   t co gBvrQF9fa4,NewsFeed,0
Bill Would Honor Fallen SDPD Officer De Guzman https   t co QN6TDv8b8I  news    https   t co KRZbjH9cFM https   t co A9Sse3Zq9I,NewsFeed,0
GALLERY  2016 Kaaboo VIP Preview https   t co ZhPR5ITOWd  news    https   t co KRZbjH9cFM https   t co QFBqPXxsk9,NewsFeed,0
1 of 2 boaters missing for week found alive  adrift in raft https   t co IZ9MZDCxnR,NewsFeed,0
3 Year Old Hit by Truck in Valencia Park https   t co PIJdWYi24S  news https   t co oaV7Mrvv4T,NewsFeed,0
Cyclist hospitalized after colliding with car in Sunnyvale https   t co 2CY4UxBiHP https   t co T7dPHHBKm0,NewsFeed,0
Body found on Bolinas Beach  death considered suspicious   news,NewsFeed,0
Gas odor forces San Francisco elementary school evacuation https   t co qB7NlawaVi https   t co Ce6hTV0mxZ,NewsFeed,0
Video  Flooding impacts Central Valley community https   t co miYhg9x6wo https   t co vcoNa5AlIg,NewsFeed,0
VIDEO  Female Lyft driver violently attacked over parking spot in Santa Ana https   t co 5oebOWZUAO https   t co gM3RsW4vkA,NewsFeed,0
49ers CEO Jed York Apologizes For Terrible Season After Firing Head Coach  GM https   t co l2QYAk8Onz https   t co z1RfGUUa32,NewsFeed,0
Santa Barbara Canyon Floods As Storm Drenches California https   t co dfySh7AHcz https   t co xkJ5hDsUtV,NewsFeed,0
Flight delays  cancellations at SFO due to East Coast blizzard   news,NewsFeed,0
3 dogs give avalanche rescuers hope https   t co eipGxp1EMq https   t co Kmwju1pWfb,NewsFeed,0
Former Marin County Man Convicted Of Tax Fraud Using Inmatesโ   Identities https   t co FvT7q8r3ES https   t co RjCz2RzGXO,NewsFeed,0
Alleged pimp arrested at Richmond motel after woman tips police   news,NewsFeed,0
People Behaving Badly  What not to do at Super Bowl City   news,NewsFeed,0
Iconoclastic presidential hopefuls worry Dems  GOP in House   politics,NewsFeed,0
Man who killed  dismembered wife in Richmond linked to several murders https   t co xeZlODRjOk https   t co 1WNieh9tmX,NewsFeed,0
California Aims to Grow  7 Billion Legal Marijuana Economy https   t co VYI9C3nIFj https   t co MDDCyAMmF6,NewsFeed,0
Trump brushes off militant recruiting video citing his words   news,NewsFeed,0
Foo Fighters  Tom Petty  Maroon 5 to headline Napaโ  s BottleRock festival https   t co hAnppy0h3p https   t co 6CbHGyE6wc,NewsFeed,0
Video  San Francisco opening Super Bowl 50 Emergency Operations Center   news,NewsFeed,0
Patriots Keep Winning Without Gronk https   t co qscOfX13vN https   t co 52Bg2x77p0,NewsFeed,0
California May Expand Sanctuary City Policies Statewide https   t co 8AHbIpN2xX https   t co uFFiQl2riq,NewsFeed,0
Researchers save thousands of endangered green sea turtles in new breeding safety prog    https   t co lp8LKeLy45 https   t co DMn1fvzMDR,NewsFeed,0
In the Name of Love  14th Annual Musical Tribute to Dr  Martin Luther King  Jr    news,NewsFeed,0
Bay Area Flu Outbreak Claims 3 Lives  Officials Urge Vaccination https   t co ioCXaaT7F9 https   t co kQsZctybpd,NewsFeed,0
Possible shooting near Contra Costa County Sheriffโ  s facility   news,NewsFeed,0
Man Found Dead In Car Submerged In Swollen Novato Creek https   t co tjtRZNPpAe https   t co 03k8lInUwV,NewsFeed,0
Hillary Clinton Cheered At Broadwayโ  s โ  The Color Purpleโ   https   t co IYeh6wJKgb https   t co Bbd7c5Aqem,NewsFeed,0
San Jose Police investigating homicide https   t co nfFS09xK5p,NewsFeed,0
SJSU water polo player accused of sexual assault https   t co CyKy1ZonJh,NewsFeed,0
Police  Wisconsin couple arrested on suspicion of child neglect after clown prank https   t co Baiuhdgxat,NewsFeed,0
For Clinton  a daily dose of faith along with politics https   t co 838ki1hRDg,NewsFeed,0
Video  Vets save rhino with tire stuck holding his muzzle shut https   t co 0EVYW8X5aN,NewsFeed,0
Police activity in San Franciscoโ  s Excelsior District https   t co 2zzIIT3SAf,NewsFeed,0
Bayh  Young keep up biting attacks during Senate debate https   t co SvnaWp2Yjk,NewsFeed,0
Coast Guard  Phillips 66  ship owners responsible for September oil spills into San Pablo Bay https   t co mbZ3foz7mY,NewsFeed,0
Fresno father sentenced to 1 503 years in prison in daughterโ  s rape https   t co NqYlDa5LK2,NewsFeed,0
Suspected meth lab discovered at kidโ  s playground https   t co zO0G9emrBT,NewsFeed,0
Man killed in rollover crash near Soledad https   t co xSVkwUuSGt,NewsFeed,0
Alleged gang member accused of Oakland murder in July shooting https   t co ZzKnOBD02n,NewsFeed,0
Emails show how Clinton campaign chairman apparently hacked https   t co YfFH4hifNE,NewsFeed,0
Person stabbed at Westfield Valley Fair Mall in Santa Clara https   t co Vf2jHpo9je,NewsFeed,0
New law lets 18 to 21 year olds serve time in juvenile detention https   t co Gt42pq0ePa,NewsFeed,0
Marin County conducts compliance checks of sex offenders as Halloween approaches https   t co hJaUZEksU7,NewsFeed,0
Tech Report  Google shows new pixel phone and DayDream VR headset https   t co 8dEf72Cds5,NewsFeed,0
Officials hopeful about toxin free Dungeness crab season https   t co xXkwItx9uB,NewsFeed,0
Kim Kardashian West departs NYC apartment with kids   Kanye https   t co XvYiLZ3kkD,NewsFeed,0
October is Domestic Violence Awareness Month https   t co UbLtY03xWH,NewsFeed,0
Analysis  Send in the clowns https   t co QXvScUBp2l,NewsFeed,0
Man killed after stabbing woman outside LA courthouse https   t co YJGmyzwHF3,NewsFeed,0
5 more women say pediatrician indecently rubbed against them https   t co EmLtLaylS9,NewsFeed,0
FINNEY S FRIDAY FREE STUFF  There are no more offers available https   t co MO80AmsHGl https   t co csXcOupVpk,NewsFeed,0
VIDEO  Chinese boy rides toy car into rush hour traffic https   t co s6ztPo19WU,NewsFeed,0
Marleauโ  s Late Goal Leads Sharks Past Islanders https   t co c7SWYTI5zZ https   t co Kf2o1XSwjd,NewsFeed,0
Santa Rosa  Man survives gun shot to the head https   t co KEmKltxHl0 https   t co 9g0jKdww5Z,NewsFeed,0
NH GOP leaders on edge over crowded 2016 establishment field   politics,NewsFeed,0
Obama ramps up bid to explain how US will fight extremists   politics,NewsFeed,0
Woman who taped dogโ  s mouth shut appears in court Monday   news,NewsFeed,0
11 year old fatally shot by 12 year old classmate   news,NewsFeed,0
Bay Area Airports Not Among Nationโ  s Best  Customers Say https   t co M3joTwGifP https   t co pbSsqPDczn,NewsFeed,0
Boy Scout leader accused of giving troop member LSD  pot   news,NewsFeed,0
People Behaving Badly  How to not get a ticket https   t co NzwaY5IZRt https   t co 3MD49F6pwY,NewsFeed,0
Murder charges planned for woman  teen in deaths of 2 children found in locker   news,NewsFeed,0
Trains holding near South San Francisco after fatal crash   news,NewsFeed,0
Police  Two dead after fatal shooting in San Franciscoโ  s Mission District https   t co yai7Y1gIK4 https   t co Y2hlcTO3cj,NewsFeed,0
S F  Muni says hacker cost agency  50 000 in lost fares https   t co XHbImZkzKo https   t co 42oQwXBkES,NewsFeed,0
SF 13 year old collapses after stepping off Muni bus https   t co OEBc3k3PrY https   t co HEIpxJlC0g,NewsFeed,0
Richard Marx Subdues Deranged Passenger On Plane https   t co 3eeYqTsFC7 https   t co le9FiwvPeU,NewsFeed,0
Residents Protest Closing Of Richmond Punk Music Warehouse https   t co 9sX27DKesW https   t co HZhr2psNVm,NewsFeed,0
Berlin Christmas Market Reopens As Hunt For Attacker Goes On https   t co vq78j0Dc7L https   t co jVGa4q2MmH,NewsFeed,0
Texan accused of posing as an inspector to get free cigarettes   news,NewsFeed,0
Firefighter may lose  78K job for shoplifting  7 98 in items   news,NewsFeed,0
Alameda police seeking woman who stole wallet  used victimโ  s credit card   news,NewsFeed,0
Keidel  Ravens Steelers Proved Why Football Is The Best Sport On The Planet https   t co xM2C7l3QfS https   t co rSY2izRB8d,NewsFeed,0
Formers Warriors coach Mark Jackson says Steph Curry hurting basketball   news,NewsFeed,0
More than 6 000 PG E customers without gas in Discovery Bay   news,NewsFeed,0
8 injured in Santa Cruz mountains train accident   news,NewsFeed,0
Rat poison filled bread thrown in yard kills family dog   news,NewsFeed,0
Raccoon Trapped In Drainpipe Dies After Rescuers Dig Up Watsonville Parking Lot https   t co BcoAD7lRB4 https   t co nWYMbw2rxz,NewsFeed,0
Man kills intruder who allegedly broke into Vallejo home https   t co ApQldIWPdD https   t co Rr3iWxNnkq,NewsFeed,0
Humid Hawaiian Air Brings Showers To Bay Area https   t co DYmvu89Ug8 https   t co BSoA2P1JJT,NewsFeed,0
Boko Haram burns kids alive in Nigeria  86 dead  officials   news,NewsFeed,0
Magnitude 6 5 Earthquake Strikes Southern Philippines https   t co frJOxZ3hr5 https   t co g4vcvUqPvp,NewsFeed,0
Appeals court refuses to reinstate Trump s travel ban https   t co 5e43NjiiCM https   t co FZLTjniAVE,NewsFeed,0
Oil hits a 13 year low  will gas prices follow   news,NewsFeed,0
Old La Honda Road blocked by landslide https   t co b2ImCk7khC https   t co KowMw3BEhj,NewsFeed,0
Missing Canada man to reunite with family after 30 years   news,NewsFeed,0
Coast Guard Warns Of Increase In Dangerous Storm Debris In Bay https   t co TOfeJBIItt https   t co 5X6dmOhoGg,NewsFeed,0
Study finds significant racial disparities in police treatment during San Jose vehicle    https   t co RxfRVz8gAm https   t co BEGQZHwpet,NewsFeed,0
The Latest  Christie to NH  I ll be  like gum  on your shoe   politics,NewsFeed,0
Use Responsibly  4 Easy Ways To Make Your Office Greener https   t co MQFxRl0vj6 https   t co mJ5lbQ0KC3,NewsFeed,0
Ohio 5th grader gets math help from police department https   t co PB6YG9KCcA https   t co Pm15OArJsi,NewsFeed,0
Disassembled shotgun found in car parked at high school in Larkspur  student arrested   news,NewsFeed,0
MISSING  Santa Cruz woman with dementia https   t co H5mm4BZmCC https   t co Z5KhtJeFdd,NewsFeed,0
Ex Labor Secretary Perez Voted New Leader of Democratic Party https   t co 5P6S7yVFKT https   t co 28aTxkHiK6,NewsFeed,0
ABC7 News Weather forecast for Sunday afternoon https   t co btrQmduh2o https   t co MeHbhurbc6,NewsFeed,0
โ  Fifty Shadesโ   dominates Razzies with 5 awards   news,NewsFeed,0
The Latest  Trump says missing debate may have cost him Iowa   politics,NewsFeed,0
All southbound lanes of 880 closed in San Leandro after fatal collision   news,NewsFeed,0
Toyota Credit settles US discrimination allegations   news,NewsFeed,0
Bay Area Patients Find Psychiatric Relief From Psychedelic Therapy https   t co tp1EJvwny6 https   t co cLG26CdGxN,NewsFeed,0
Binge Eater  Black Hole Taking Over Decade To Devour Star https   t co LyvcnVR696 https   t co pC3FES4Nwv,NewsFeed,0
Trust fund kitties available for those who can t afford pets https   t co kJVgRl7hZW https   t co TlU7MBizc1,NewsFeed,0
Short Lived La Niร a Leaves Impacts Before Fading Away https   t co b39pM7DOC5 https   t co wYC6eRhcSq,NewsFeed,0
San Francisco deputies to face charges over alleged inmate fights https   t co B6WBxAGLTi,NewsFeed,0
Danville juvenilles using surfboards to slide down golf course in rain   news,NewsFeed,0
Investigation underway into Santa Clara officer involved shooting after parents called    https   t co TYeYHxDVFB https   t co vZY6Lgdfo9,NewsFeed,0
Death toll reaches 72 in Ethiopia landfill collapse https   t co KgQIaZJILK https   t co iQdMheJ6r4,NewsFeed,0
ONLY on 4  Chaos at Oakland carnival caught on camera https   t co O2cGpUhpe0 https   t co stTnZWEkHR,NewsFeed,0
Antioch man attacked store security guards with box cutter   news,NewsFeed,0
NCAA Tournament  Dukeโ  s Luke Kennard Favorite To Win Most Outstanding Player Award https   t co 98xVPT3JRs https   t co K7M62rfEKt,NewsFeed,0
Today marks 5 years since Sierra LaMar disappeared https   t co yC8DGvxtjv https   t co QaiBPfBcRz,NewsFeed,0
McDonalds Investigates Anti Trump Tweet  Says Account Was โ  Compromisedโ   https   t co TnOmFRm1pD https   t co kun4Q76EQw,NewsFeed,0
KRON4โ  s Alecia Ried at Mission High School for Career Day https   t co K6QFCAYuKn https   t co q0ERcLBSuW,NewsFeed,0
Police arrest man egged neighborโ  s home more than 100 times   news,NewsFeed,0
Bloody box labeled โ Human Remainsโ   found in ditch full of rotten vegetables   news,NewsFeed,0
Fox News cancels GOP debate after Donald Trump pulls out   news,NewsFeed,0
San Mateo fire battling two alarm structure fire   news,NewsFeed,0
Uber balks at rules proposed by worldโ  s busiest airport   news,NewsFeed,0
Trumpโ  s appeal with Mormons to be tested in Utah   news,NewsFeed,0
US warns of Zika risk in Cuba ahead of Obamaโ  s trip   news,NewsFeed,0
Tattoo Removal Business Booming As Fears Of Deportation Mount https   t co fAvRgQ3nTS https   t co 6WBs0xeb8C,NewsFeed,0
Yankees closer Chapman agrees to accept 30 game suspension   news,NewsFeed,0
With visit  Obama aims to push acrimony with Cuba into past   news,NewsFeed,0
ABC7 News Weather forecast for Monday https   t co oUM6J7Bq0A https   t co EomvkM1zqu,NewsFeed,0
A baby died from being fatally struck by a vehicle   news,NewsFeed,0
Aโ  s pitcher Parker optimistic about looming elbow surgery   news,NewsFeed,0
Bart continues bus shuttles between stations   news,NewsFeed,0
Airlines notified about new electronics ban on certain US bound flights https   t co Tn1805fkgQ https   t co vmMlTZ8mSa,NewsFeed,0
AP  Ex Trump Campaign Chairman Had Plan To Benefit Putin Govโ  t https   t co p4QApzVcJA https   t co q7ltdvoUBY,NewsFeed,0
Commercial fire in Palo Alto brought under control   news,NewsFeed,0
30 Players  Rangersโ   Nomar Mazara Just Getting Started https   t co ajLbdm3egV https   t co Omj0n3H1M1,NewsFeed,0
Exotic iguanas illegally smuggled in U S  adjust to new home at Oakland Zoo   news,NewsFeed,0
Campbell to remove BPA chemical from its cans by mid 2017   news,NewsFeed,0
Multiple people killed in church bus crash in Texas https   t co WiM1t4xnlW https   t co g1xu6zaIG6,NewsFeed,0
San Francisco police investigating suspicious package on Third and Howard   news,NewsFeed,0
Annoying Swarms Of Non Biting Midges Plague North Bay https   t co dMES3pLd66 https   t co zkV6JdgKDs,NewsFeed,0
Tennessee man sits at wifeโ  s grave for 7 years https   t co 7n6AlnrKNr https   t co 3BBPhQ1gtE,NewsFeed,0
BART delays in East Bay due to medical emergency   news,NewsFeed,0
Trump accuses Obama of tapping his phones  invokes Watergate https   t co 0j9oXytn8t https   t co 8M2iMo8IB8,NewsFeed,0
Families of missing Flight 370 press for search to continue   news,NewsFeed,0
Thousands of PG E customers without power around the Bay Area   news,NewsFeed,0
Fallen tree blocks traffic in San Franciscoโ  s Presidio neighborhood https   t co uyMTq4GfqH https   t co qe4KacEPwn,NewsFeed,0
One Man Dead  One Injured In Apparent Pittsburg Drive By Shooting https   t co bpfbDSmxbb https   t co u2ijXoWFb5,NewsFeed,0
Class action suit filed by residents over Flint water crisis   news,NewsFeed,0
Peavy throws better in Giantsโ   loss to Rangers   news,NewsFeed,0
Iguodala scores 24 to lead Warriors past Hawks https   t co 6EhEDnhs3g https   t co NrEw3NQ3Hf,NewsFeed,0
The Latest  Neil Bush helps Cruz after Jeb Bush drops out   politics,NewsFeed,0
Video  CHP officer saves women  children from burning car in Monterey   news,NewsFeed,0
George Martin  producer and arranger for the Beatles  dies at 90 https   t co KiEFbNOGlW,NewsFeed,0
ABC7 News Evening Digest  Friday  March 31 https   t co OkPopaeAJa https   t co OPP4N2vkIw,NewsFeed,0
Rocket strikes in Kabul intended for John Kerry  Taliban say   news,NewsFeed,0
Malaysia seizes 18 rhino horns from Mozambique https   t co xL92w13LR8 https   t co 2I30x9Hi71,NewsFeed,0
Video  San Mateo proposing emergency ordinance to pay relocation assistance to tenants   news,NewsFeed,0
7 Things to know before you go from ABC7 News  Thursday https   t co v95h4QyZN3 https   t co VP2JxPRIOh,NewsFeed,0
Cueto Pitches 7 Innings as Giants Beat Rockies 8 2 https   t co PQqW1TXkm9 https   t co lLtAK9jcyz,NewsFeed,0
How the AP GfK poll on anger at government was conducted https   t co iCDFc8EvMY,NewsFeed,0
A body was discovered in a storage area in Saratoga https   t co Czi7blLSpF,NewsFeed,0
Elderly Driver Punched  Car Vandalized After Collision With Cyclist In Fremont https   t co ej6vU16PDX https   t co GNy2bREoTC,NewsFeed,0
Former California VA Official Pleads Not Guilty To Bid Rigging  Bribery https   t co bqbdPUaMT9 https   t co S4xjZvpjKm,NewsFeed,0
Seaside man arrested in connection with wifeโ  s death https   t co hzNyq5aHtf,NewsFeed,0
4 20 celebration at SF s Golden Gate Park    WATCH LIVE https   t co BtoFc56KEM https   t co 1oMLypTZWe,NewsFeed,0
San Francisco residents react to massive power outage https   t co wqfeONEUJZ https   t co Pa05BdhVXr,NewsFeed,0
NBA  Harden should have been called for foul on winning shot against Warriors https   t co Zl24YpshJy,NewsFeed,0
Firefighter injured battling fire at abandoned San Francisco school https   t co 0acDwWNw0C https   t co 0icElwqy03,NewsFeed,0
The USDA declines to pay for crops and animals that were contaminated with pesticides https   t co HrqEL6mx4E,NewsFeed,0
Update  Woman injured while escaping 1 alarm apartment building fire https   t co j3Lo3SO9Ma,NewsFeed,0
Curb painter  50  fatally shot while offering services in Southern California https   t co OygjRjM41m https   t co vYiLg65Eu9,NewsFeed,0
Video  Donald Trump  Ted Cruz  John Kasich to attend 2016 California Republican Party Convention in Burlingame https   t co YyGfDoZyKB,NewsFeed,0
Winners  losers in SF panel s compromise on affordable housing  https   t co IYDAhsBeqI https   t co nJHwlyw377,NewsFeed,0
Mel B Files Restraining Order Against Husband Stephen Belafonte https   t co 56OB7RbBpt https   t co t0o786hCPQ,NewsFeed,0
Duct taped dog  Aurora  begins recovery at South Carolina shelter   news,NewsFeed,0
Police  Newtown teacher arrested after bringing gun to school   news,NewsFeed,0
Five reasons to be physically active https   t co xmgrHKk8Sy https   t co czRSpOeF8w,NewsFeed,0
Hyundai recalls 173K Sonatas  power steering assist can fail   news,NewsFeed,0
Livermore In N Out Burger voluntarily closes after customers reportedly got sick https   t co 99ps2mA1cU https   t co MVFXRXUJuz,NewsFeed,0
San Leandro man convicted in  3M investment fraud scheme https   t co DtPL3g90EN,NewsFeed,0
Indiana mom picks up child at school driving under the influence  police say https   t co xmwuWvNWJN,NewsFeed,0
Unusual smell prompts evacuation of Danville high schoolโ  s science building https   t co HMqlINAZoM https   t co uaNaA2nC6I,NewsFeed,0
Student shot in South Carolina school cafeteria https   t co pmSgksikUv,NewsFeed,0
People Behaving Badly  Marin area CHP looking for registration cheaters https   t co 3GxrHkkfQM,NewsFeed,0
Victim identified in double homicide near Los Gatos https   t co 7ZhJK5en8p,NewsFeed,0
Missouri woman posed as a nurse  treated ICU patients https   t co mi7BUcJxm3 https   t co nZ1tEXwYrC,NewsFeed,0
Police officers rescue teenage girl from human trafficking https   t co UivcwQZKND,NewsFeed,0
24 pilot whales die after beaching in Baja California https   t co uxAq4RuCbu,NewsFeed,0
Tips For Beating Memorial Day Weekend Traffic https   t co hG1DZJjmBf https   t co ivROATQi2U,NewsFeed,0
Lowry leads Raptors into conference final against Cavs https   t co pS7903TOVw,NewsFeed,0
Startup wants to put self driving big rigs on US highways https   t co 8N8FOPaXg6,NewsFeed,0
San Francisco Supervisor Seeks Ban On Delivery Robots https   t co kE4KJag9nK https   t co d3K6JzRKAP,NewsFeed,0
10 San Jose Unified Schools Affected By Norovirus https   t co HFrqr6xrDE https   t co GF0WP3nPFy,NewsFeed,0
Vice President Biden gives West Point commencement speech https   t co FWfjkfmkYJ,NewsFeed,0
Apple opens new Union Square store in San Francisco https   t co 3nG3EDADDn,NewsFeed,0
Texas set to pass transgender bathroom law for schools https   t co OioFWo9Ffz https   t co EjhOE9MjAz,NewsFeed,0
Politicians  world leaders react to Manchester attack https   t co GLGMIwnvFn https   t co 9ALdPDwBtx,NewsFeed,0
